views,likes,comment_count,category_id
457731,28660,1970,23
281931,5400,221,26
1110685,54093,4123,23
138350,3184,595,22
2583939,47624,4044,23
96006,1272,119,26
2448968,111539,20346,26
152933,2728,3426,25
8383945,386585,20654,10
1747615,49725,9036,24
191871,10780,882,24
167561,4283,884,24
6542791,201028,8845,10
7042361,177540,6484,10
137903,2032,86,10
1407827,90870,3630,10
1709847,48580,15879,24
602386,22494,1506,28
78528,3546,561,28
4236930,199729,17488,22
345350,7397,991,26
252545,19524,1534,22
1891032,40715,2789,28
310127,12945,439,10
383282,7731,646,10
575264,21432,889,27
772190,11909,1437,26
4477723,372514,18506,23
306955,10090,762,27
4270738,54459,2771,24
2268036,151157,203274,26
655615,7753,3833,24
999640,46663,9601,26
240175,4051,261,19
2979195,164829,12512,10
1168351,135280,6282,10
156242,8713,977,22
224803,6774,1550,24
519161,1899,235,2
1570411,11194,769,17
2126462,16939,1467,15
451602,10960,1773,25
241387,17351,1352,24
114012,1191,139,24
265096,5109,5676,25
18094162,632830,35617,17
1277833,6447,9963,25
156425,9888,776,23
253615,6119,609,26
1110127,21698,7503,2
1539089,7657,7905,24
3254707,80651,6042,24
402402,15946,2709,19
4852889,242764,24081,17
3141764,57674,9991,1
388313,10886,1098,24
1076574,19969,2795,24
3240854,90271,10925,24
647562,24648,1263,22
356824,47949,4974,23
3687110,44409,6365,24
183758,10465,938,27
690956,18296,2657,28
363730,2914,808,25
112595,3197,249,26
107623,3462,219,22
224742,7698,335,22
277855,17411,1014,27
242181,2055,466,24
2150692,187752,7485,23
3515207,224583,15209,1
1172064,16943,6131,27
139806,3037,121,1
225117,5772,259,22
250498,1911,742,17
1203392,16246,1117,24
112506,6522,1066,27
853844,14692,1699,28
482122,9754,1229,27
286519,8196,1364,24
55110,219,61,24
912690,17229,1811,24
145826,16838,1098,10
497370,4784,1876,17
111802,8763,930,10
156774,1849,291,17
4445890,68854,11376,23
638928,13275,3043,19
25493,524,103,24
696132,33117,1997,23
939208,5777,1095,17
99289,8543,2330,24
3408749,296816,29359,24
114676,4996,278,23
160903,19794,1995,22
2756083,68148,4760,10
452255,8810,3341,28
112872,5353,604,26
321076,4665,891,17
126545,5721,582,26
1124169,31924,3352,27
748072,24406,975,26
223332,4692,856,23
563793,15245,1587,28
943210,19255,1219,10
131797,3487,621,15
275982,11897,2721,20
1386296,31218,5368,15
886203,0,0,26
349158,9203,685,15
1419726,7739,822,24
5071824,104444,8138,24
347040,7412,798,24
681064,14840,1051,25
1573595,124362,6322,23
881952,29509,1113,22
519649,1908,1098,17
1125589,42486,5646,28
6478495,232625,17756,10
448015,5272,0,25
742759,16111,3949,24
305977,27814,2674,22
925221,24882,2774,24
373328,4771,648,24
244104,11305,734,28
381765,19923,855,10
299317,1528,142,24
2652286,161297,9107,27
23416810,2672431,477233,10
669361,36773,3237,26
16462484,272644,49894,1
132640,2997,581,28
200276,16250,694,26
1397875,37508,2779,24
1987506,132453,11452,23
2219440,71749,3025,22
224957,5161,337,24
2007187,124398,11103,24
1018123,44719,3135,26
513045,14127,1229,27
297239,5617,0,22
369865,12009,825,24
4824543,125209,21624,1
57078,3511,632,26
605815,21927,2932,26
366572,22800,1509,26
723338,30199,30729,26
258762,10234,756,26
351060,27256,1174,23
1358934,31891,4340,19
475244,20752,3548,22
64455,681,100,25
49680,2548,359,20
257021,18108,1727,24
137210,4283,454,26
1749365,28889,5899,23
1555821,101455,3530,10
109208,1181,198,23
1697823,114605,5283,24
1895941,46102,5513,1
347520,9249,681,10
2815940,230885,30976,24
166656,10956,428,26
70981,3379,1126,22
3060115,70713,9699,1
143092,1509,190,28
863429,39317,2745,26
183939,6199,946,26
1027832,23156,2228,1
704505,45166,6677,20
1963752,22768,1739,24
1458254,55525,3755,22
1167597,23741,3980,26
263095,12335,1578,28
3988000,44191,8995,17
1187738,56087,1797,1
2091194,32098,6879,1
2228831,222680,39748,23
272745,16867,2414,28
507005,24601,4914,28
77779,4293,920,22
785627,26018,2684,26
492335,13036,1312,27
1640581,89906,76748,24
1155005,131356,10164,10
381697,13499,788,27
896401,45386,821,24
187777,511,1187,25
459657,5263,285,10
293671,4599,610,28
145717,5080,859,24
253577,1333,749,25
640459,11628,1387,15
405417,3504,375,28
320626,5646,1385,1
91213,3089,1022,27
102836,4511,1260,26
1098654,35220,6449,24
761351,13841,3685,24
493030,9322,964,10
89958,3647,295,26
7077113,176285,23194,28
611514,27238,1668,10
1147998,66364,3350,10
131544,11425,1158,23
7767,74,200,25
295845,12158,1506,24
253859,15511,1082,22
84137,2303,617,24
449934,23540,2419,28
1848147,63292,6549,22
36346,1310,483,24
314962,21799,1024,26
296983,12496,1006,28
213423,860,367,17
627861,11445,1555,27
186453,7332,2334,2
1733974,163966,9495,1
8638308,104263,23187,17
85244,1347,113,25
1060807,24856,4548,24
1801984,167480,37169,24
651647,31397,6017,23
569814,32034,2210,23
285624,5466,224,26
1122979,54290,4123,23
139039,3206,596,22
2592340,47643,4045,23
96756,1277,119,26
2470421,112185,20443,26
8686517,392230,20848,10
1756317,50054,9088,24
192551,10820,884,24
169130,4295,872,24
6786357,202290,8894,10
7694720,183544,6557,10
140345,2053,86,10
1474281,91763,3650,10
1761701,49954,16174,24
612993,22779,1524,28
4267219,200426,17537,22
347257,7430,992,26
254309,19631,1555,22
1299439,15744,12843,25
330327,13206,439,10
778806,12002,1449,26
4554300,375150,18637,23
308200,10110,763,27
2287182,151707,203512,26
659495,7773,3846,24
1002821,46757,9640,26
244593,4123,263,19
3021666,165337,12582,10
1870245,57413,7578,1
1178642,50541,6625,1
11887211,391495,35224,17
413242,7111,701,23
1064893,18895,2643,24
918519,14047,1142,24
4794673,48138,0,28
2689033,52632,6736,17
571176,13099,895,24
5275672,1401915,158127,10
486361,46478,3998,10
49362,6114,2200,24
583584,13886,1385,24
1454961,25305,3556,24
280505,10721,2336,28
969189,30347,1529,22
4047329,102391,11694,24
424924,16200,1406,27
961729,82440,5932,23
215715,11724,762,10
837469,19786,2949,28
198905,4577,311,22
230966,4475,410,26
466904,3625,1052,25
350151,8011,643,27
338799,7095,370,22
753119,5799,1297,17
403765,21297,1240,27
241784,3078,324,17
391776,3062,719,24
304834,13218,645,22
202833,3774,160,1
2602202,210559,8065,23
3938807,234925,15724,1
1290471,17800,6351,27
315605,2249,946,24
209322,8376,1316,27
1423657,17983,1293,24
81901,286,87,24
327004,23124,1316,10
1014407,17003,1917,28
159691,8456,469,28
224410,13237,586,22
308689,8492,1420,24
941907,17567,1837,24
154385,9862,2757,24
204820,11027,1078,10
520821,4918,1922,17
5270624,75955,13116,23
37417,663,166,24
269403,19376,1502,15
693432,13791,3150,19
735060,33965,2055,23
1033601,6070,1180,17
472242,6819,1253,23
62015,555,121,24
3572549,306246,30002,24
235861,12307,870,26
119626,5085,283,23
3192147,74438,5175,10
652970,10405,3906,28
168135,20278,2040,22
120089,5521,596,26
1312978,34958,3787,27
136889,5855,599,26
813475,25855,1039,26
1096074,21028,1276,10
635778,15859,1662,28
22252,502,32,10
215079,4158,803,15
1432741,31716,5447,15
407936,10213,780,15
904517,0,0,26
705077,15224,1059,25
363535,7602,843,24
1459546,7823,845,24
1764963,131607,7342,23
5427727,109350,8372,24
958847,30468,1130,22
1156133,43152,5728,28
455433,5311,0,25
7478262,248763,18476,10
537011,1935,1108,17
801366,16615,4048,24
319765,28602,2727,22
397727,4974,665,24
945446,25255,2787,24
435772,21284,890,10
327679,1630,156,24
254259,11635,734,28
2716234,163460,9259,27
17541310,277443,50672,1
690445,37340,3284,26
136684,3050,586,28
1459166,38946,2838,24
212203,16749,707,26
2011475,133395,11512,23
2420329,75749,3219,22
234351,5334,344,24
2048852,125624,11184,24
1050703,45686,3162,26
523012,14270,1244,27
298128,5620,0,22
386144,12419,848,24
4932543,125846,21759,1
59106,3585,647,26
376209,23148,1527,26
734936,30462,30899,26
616159,22099,2951,26
267325,10386,771,26
103836,1049,0,25
1427305,32765,4477,19
479251,20834,3554,22
358084,27645,1182,23
50513,2572,359,20
264322,18460,1749,24
1811420,29313,5950,23
140163,4325,456,26
1765428,117046,5383,24
114991,1219,198,23
388007,9692,718,10
166323,1791,257,28
2855131,232302,31136,24
3180621,71866,9837,1
169941,11082,435,26
1686831,104999,3602,10
877743,39572,2760,26
1043094,23405,2240,1
186548,6260,955,26
71847,3408,1131,22
721744,45554,6715,20
1476747,55834,3788,22
1255138,24445,4064,26
274108,12613,1611,28
1211363,56561,1809,1
2119558,32310,6947,1
2248844,223337,39833,23
281818,17200,2427,28
520723,24860,4965,28
78577,4345,924,22
805192,26384,2714,26
499810,13172,1320,27
1203521,132938,10205,10
1651433,90108,76803,24
397319,13730,789,27
992294,48246,854,24
188886,512,1186,25
521015,5493,290,10
295705,4628,612,28
148458,5122,862,24
254300,1335,750,25
656172,11790,1395,15
352610,6188,1444,1
419640,3592,375,28
1146037,36276,6668,24
103668,4532,1287,26
778349,13915,3703,24
530799,9672,1008,10
91566,3682,296,26
7327299,178045,23313,28
652262,27834,1665,10
1206353,68039,3418,10
132724,11492,1164,23
299590,12238,1529,24
260995,15738,1108,22
455176,23673,2426,28
1854302,63429,6553,22
322518,22099,1032,26
298975,12553,1009,28
636821,11565,1558,27
1760793,166193,9615,1
8890941,106148,23421,17
87280,1378,114,25
1810640,167951,37222,24
966474,6509,1116,17
687931,34408,2644,23
654677,31498,6025,23
292033,5543,228,26
1135437,54485,4125,23
2595553,47657,4034,23
2497053,112870,20572,26
9096095,398837,21229,10
1763744,50281,9148,24
193429,10853,887,24
7061203,203630,8943,10
8739175,190988,6656,10
143097,2070,87,10
1556997,92688,3650,10
1820485,51259,16548,24
630287,23154,1549,28
4307840,201146,17552,22
1311014,15855,12920,25
351765,13453,444,10
784713,12069,1453,26
4625928,377131,18752,23
309933,10146,764,27
2309169,152236,203884,26
664716,7808,3850,24
1006188,46829,9653,26
1196319,26616,3221,24
346573,11402,2633,24
4316022,108576,13454,1
699447,36883,2805,22
142903,442,135,24
1378255,24355,1830,24
206541,5684,942,24
2005689,32076,2081,23
327912,6306,275,23
2008546,68229,8610,1
2947593,109413,9534,22
1477111,1627,238,24
215791,12999,1231,26
1063412,13511,1135,23
405781,3802,2529,17
209689,8514,1418,26
13740772,421046,37341,17
1807600,28288,4021,24
5491259,63316,0,28
181427,23507,1747,22
224081,11269,1380,23
192404,7068,353,26
259612,1568,563,24
3320241,58131,7852,17
593426,0,0,28
312684,15633,2904,26
622528,21688,1882,27
477492,10633,704,24
92087,8466,2826,24
472866,6766,802,28
6870836,1566591,167954,10
210802,17499,644,24
226548,8959,874,24
915989,21830,1131,17
420724,12819,3104,28
1605414,27659,3899,24
617960,52478,4469,10
1073831,32386,1537,22
215546,5966,629,26
4601037,111528,12256,24
515750,18562,1525,27
1105580,89078,6156,23
344575,14133,904,10
268105,2668,250,22
42805,779,188,17
226192,4941,343,22
898411,20633,3099,28
419234,9020,695,27
512586,3881,1275,25
361183,7362,401,22
435315,22335,1318,27
430879,3293,846,24
393843,16607,879,22
227142,4070,172,1
2820329,221138,8371,23
4273711,245234,15722,1
1347875,18262,6446,27
230841,8880,1386,27
333232,2343,1027,24
401303,24994,1361,10
1534061,19040,1352,24
201930,9185,504,28
90819,308,101,24
253022,14071,602,22
320001,8646,1441,24
957568,17801,1623,24
182177,10382,2945,24
261415,12214,1211,10
531165,4979,1931,17
293900,19970,1540,15
39312,690,173,24
725378,14141,3197,19
753180,34401,2081,23
1080623,6216,1203,17
64609,565,132,24
276748,13345,913,26
854236,10437,1678,23
122006,5113,282,23
769164,11207,4171,28
170443,20505,2051,22
3697797,313218,30607,24
3625436,79964,5145,10
124367,5656,594,26
140814,5945,609,26
692301,16514,1716,28
1283100,22604,1389,10
23901,529,34,10
249920,4441,845,15
1463039,32237,5501,15
449483,10919,815,15
378924,7710,606,24
1522416,7898,862,24
719473,15467,1066,25
1943883,138354,8028,23
912549,0,0,26
5645974,112406,8661,24
460526,5332,0,25
994843,31111,1108,22
1181190,43752,5744,28
547596,1955,1130,17
847838,17103,4147,24
327742,29083,2745,22
411736,5126,618,24
8368595,261615,19114,10
246040,18795,3370,26
507273,22278,907,10
341469,1676,157,24
259712,11826,769,28
2770235,165081,9330,27
190771,7048,350,26
18341357,281008,51255,1
705022,37771,3322,26
139726,3102,609,28
1500848,39734,2554,24
220757,17156,717,26
2030032,134105,11561,23
2518830,77696,3324,22
241816,5463,354,24
2084885,126957,11182,24
1070003,46327,3187,26
529288,14393,1254,27
298594,5623,0,22
395445,12677,868,24
4994003,126703,21883,1
383330,23420,1534,26
60957,3646,664,26
742087,30661,30973,26
623117,22214,3000,26
140806,1443,0,25
271672,10494,778,26
1475763,33430,4542,19
486082,20919,3559,22
362835,27917,1184,23
51077,2587,362,20
269694,18728,1770,24
1864295,29732,6003,23
425048,10093,741,10
143422,4385,457,26
1800483,118254,5422,24
120092,1268,200,23
203061,2068,307,28
2878128,233250,31258,24
1802769,108275,3702,10
3254317,72577,9957,1
172672,11181,531,26
886214,39736,2591,26
1052867,23539,2242,1
72305,3429,1117,22
737484,45710,6760,20
1489816,56073,3798,22
1338039,25109,4151,26
279011,12713,1614,28
1222751,56839,1817,1
2135393,32432,6999,1
289413,17446,2443,28
2260143,223803,41394,23
532453,25079,5043,28
79262,4383,927,22
818584,26606,2725,26
504704,13270,1336,27
1289726,135028,10278,10
1658131,90253,76932,24
407093,13890,790,27
582597,5775,292,10
190843,512,1187,25
297405,4641,616,28
150554,5178,868,24
254521,1334,749,25
666122,11927,1423,15
368850,6443,1451,1
429230,3641,390,28
1175625,36990,6810,24
567572,9981,1037,10
788900,13960,3713,24
104249,4553,1285,26
7456970,179109,23005,28
685428,28416,1672,10
1247768,69287,3483,10
314140,12600,1532,24
265610,15887,1107,22
459924,23803,2444,28
1859190,63551,6554,22
327227,22254,1039,26
300755,12611,1008,28
643421,11648,1582,27
9050158,107510,23596,17
779047,36257,2780,23
1784790,168418,9736,1
88582,1398,114,25
1824255,168693,37289,24
969660,6519,1115,17
657184,31592,6037,23
295725,5587,228,26
1147601,54639,3684,23
2600608,47673,4038,23
2525751,113631,20689,26
9537066,406136,21468,10
1769864,50590,9205,24
194283,10889,888,24
904177,38381,14888,20
3008740,402827,35006,10
1321771,94381,19150,20
522007,10822,2156,24
1384556,39462,3593,23
440684,4946,569,24
1139703,23840,5454,24
1613860,32135,4120,24
595754,26362,4962,28
765387,45718,3870,10
1290657,11157,682,28
1494215,62332,4446,22
320072,18605,13208,26
5553993,125979,15243,1
507571,9157,1587,24
822072,60817,3190,26
1538339,44985,3926,22
72945,3535,493,26
264122,2192,993,17
150082,8303,629,10
232400,15396,1255,26
2881650,42354,2649,23
1730548,28824,2199,24
1269190,88335,12709,28
2288613,73233,9125,1
2377832,2591,370,24
3312590,117114,10094,22
261204,749,276,24
263309,14729,1419,26
15088864,437116,38885,17
1384511,15911,1332,23
486328,5743,744,22
479030,17153,1550,24
112706,1972,410,17
266759,9848,1593,26
2143358,32290,4620,24
5846111,71829,0,28
223667,26276,1973,22
146765,8636,549,27
272904,12334,1455,23
258613,8510,425,26
337069,1882,718,24
797014,0,0,28
1594324,37120,1732,22
3657611,60545,7202,17
116183,3427,344,26
386649,17263,3115,26
307249,21782,762,24
694566,23053,1945,27
577607,11860,821,24
561205,7766,918,28
106415,9254,3002,24
1167203,23956,1261,17
7610082,1621717,171022,10
270656,9967,951,24
461346,13383,3335,28
1689605,28858,4077,24
235014,6244,664,26
676540,55669,4684,10
5057587,118913,12691,24
570244,19897,1593,27
1186053,92517,6286,23
404172,15492,952,10
277928,2795,283,22
933924,21098,3145,28
444363,9424,742,27
537761,3995,1320,25
370971,7488,410,22
448612,22727,1324,27
445150,3350,879,24
445879,18100,977,22
134879,16784,910,24
237466,4157,178,1
1387753,18588,6527,27
239941,9100,1405,27
4544048,253355,16011,1
345283,2406,1053,24
2977977,227892,8591,23
456595,26344,1364,10
1610950,19785,1421,24
230338,9561,478,28
93929,315,101,24
266419,14463,607,22
327571,8738,1462,24
210255,10813,3357,24
968697,17951,1616,24
299082,13030,1288,10
539142,5006,1977,17
315991,20415,1551,15
40267,708,175,24
768620,34852,2102,23
746367,14340,3218,19
66251,569,149,24
1108366,6294,1218,17
308946,14157,941,26
1222117,13528,1913,23
123742,5135,282,23
172266,20679,2059,22
852196,12011,4410,28
3787467,317933,31073,24
4040949,84906,5377,10
128157,5746,602,26
143551,6001,610,26
729231,17125,1757,28
1465587,23969,1448,10
25280,550,35,10
280970,4695,830,15
1487387,32546,5542,15
488643,11587,863,15
1541718,7960,862,24
734490,15710,1085,25
2092972,142830,8239,23
5835993,115373,8875,24
917494,0,0,26
1021181,31687,1167,22
466160,5360,0,25
556836,1971,1133,17
890467,17473,4190,24
283696,26340,3174,27
333022,29373,2755,22
9190703,273872,19768,10
348941,1708,157,24
579710,23193,921,10
253260,19090,3469,26
2813692,166383,9411,27
264408,11983,773,28
205494,7403,357,26
19023565,283704,51648,1
716635,38087,3350,26
141761,3135,624,28
1546162,40653,2603,24
228033,17534,727,26
2049738,134821,11603,23
2605693,79418,3447,22
246361,5531,357,24
2107672,127770,11196,24
1083977,46715,3232,26
534041,14483,1268,27
298885,5626,0,22
402598,12884,871,24
5036160,127158,21916,1
63461,3748,675,26
627275,22288,3027,26
168288,1758,0,25
274907,10551,774,26
1507973,33855,4548,19
491691,20999,3566,22
366671,28140,1184,23
51588,2597,362,20
273938,18929,1778,24
1907271,30026,6094,23
459495,10465,742,10
146195,4430,459,26
235250,2431,355,28
123720,1294,202,23
1920451,111605,3785,10
2895529,233956,31325,24
3321804,73259,10079,1
175596,11286,534,26
892313,39874,2614,26
1063024,23679,2263,1
752838,45836,6785,20
1409869,25686,4232,26
1501205,56273,3816,22
281340,12767,1628,28
1231274,57049,1819,1
2146770,32510,7004,1
292335,17529,2445,28
2269303,224096,41420,23
539878,25230,5074,28
829221,26801,2735,26
508439,13346,1336,27
1369387,138077,10380,10
415633,14043,790,27
1664028,90400,77027,24
638609,5969,302,10
191671,512,1195,25
152533,5224,874,24
681944,12072,1444,15
384654,6750,1484,1
437364,3683,391,28
599467,10246,1021,10
1198888,37595,6941,24
794695,13992,3727,24
7566419,179989,23064,28
715276,28865,1682,10
1285790,70465,3542,10
269922,16045,1119,22
464521,23916,2441,28
1863576,63670,6555,22
330561,22377,1039,26
650402,11759,1622,27
836483,37279,3056,23
9220058,109125,23799,17
1805597,170182,9823,1
1836595,169237,37319,24
972714,6535,1117,17
659476,31672,6049,23
298298,5621,229,26
1159497,54838,3687,23
929912,87962,5578,10
3221044,48367,9578,24
2075113,62569,22645,20
2851930,138033,30865,20
361056,3493,389,24
1965219,177806,23450,10
638169,13628,14239,20
5411857,506296,40505,10
404160,17055,1128,10
2545369,63301,5521,23
604808,19647,1522,28
201021,5385,1021,24
347204,19354,545,10
1555616,91678,4936,26
173879,5725,662,27
925065,34875,6300,28
1295078,26287,5942,24
299663,10645,2462,27
1295089,63127,5290,10
2036603,17700,1156,28
125988,4587,603,26
269301,13406,2852,28
1786292,34223,4352,24
310162,12973,854,10
627882,10201,1796,24
1635360,66293,4740,22
361671,19859,13395,26
349124,2588,1167,17
151631,15078,1179,24
306931,17795,1406,26
1696002,47663,4060,22
342170,10974,2148,24
3358638,47079,2882,23
6406289,133832,16964,1
1935731,31388,2349,24
1414654,95067,13479,28
294525,5837,451,26
2483947,76669,9608,1
341557,988,326,24
575067,12318,1169,10
3515158,121087,10292,22
846322,14569,3830,28
3362672,3098,433,24
285808,15507,1431,26
541463,18344,1701,24
154692,2535,496,17
16363949,450655,39970,17
1590319,17724,1397,23
297458,10475,1686,26
2332311,33987,4813,24
173129,9470,637,27
274084,28019,2114,22
6107426,76792,0,28
298639,9189,441,26
312418,13095,1458,23
1834688,41253,1912,22
364902,1973,785,24
905268,0,0,28
127541,3608,346,26
3914443,61993,7552,17
430106,18058,3214,26
629429,12515,843,24
395448,3896,630,17
352080,23638,850,24
731819,23746,1990,27
8374099,1667882,173346,10
111532,9568,3057,24
1286520,24815,1308,17
289384,10350,970,24
473380,13607,3363,28
245192,6369,673,26
727540,58674,4898,10
1725576,29243,4148,24
613838,20831,1728,27
472657,16885,1050,10
1238431,94962,6332,23
279944,2814,284,22
5443795,124589,12976,24
461682,9764,768,27
554025,4059,1332,25
963287,21506,3188,28
376586,7555,411,22
456800,22996,1345,27
455946,3402,900,24
141422,17233,910,24
496160,19657,1131,22
247103,4273,183,1
1415529,18826,6566,27
4823351,260196,16373,1
526015,27632,1377,10
354357,2447,1048,24
323867,10122,524,28
3099684,233894,8717,23
1662707,20210,1474,24
95898,316,105,24
279084,14858,621,22
259075,11434,3691,24
334771,8846,1501,24
982324,18111,1637,24
324527,13574,1318,10
339038,20833,1575,15
40777,720,175,24
546155,5036,2000,17
779632,35130,2132,23
762508,14479,3245,19
67246,575,151,24
340250,14913,980,26
1509803,16043,2350,23
3901214,325109,31474,24
4426388,88955,5465,10
125075,5160,282,23
173708,20835,2077,22
1684816,25396,1479,10
970104,13252,4629,28
759922,17633,1797,28
130514,5795,595,26
145645,6034,611,26
26244,566,36,10
1511266,32872,5564,15
311963,5003,845,15
535879,12384,872,15
2298109,149319,8470,23
1556802,8017,865,24
743419,15847,1086,25
6003188,118040,8894,24
921077,0,0,26
1045249,32297,1163,22
470752,5388,0,25
929086,17876,4241,24
299843,27117,3240,27
566239,1987,1139,17
10179638,286890,20439,10
340019,29742,2760,22
664569,24415,953,10
352026,1720,157,24
262248,19462,3599,26
2845610,167264,9474,27
269758,12148,784,28
220118,7733,386,26
19752678,286615,52059,1
726719,38397,3371,26
144131,3164,628,28
1581620,41315,2619,24
236828,17988,727,26
2067227,135499,11624,23
2722935,82101,3533,22
250404,5610,357,24
2125899,128495,11222,24
1102056,47314,3267,26
538650,14545,1269,27
299149,5628,0,22
412088,13183,876,24
5058013,127499,21946,1
198611,2089,0,25
631381,22339,3044,26
278168,10634,788,26
1537323,34254,4583,19
494533,21038,3561,22
370481,28342,1230,23
277907,19114,1805,24
1945752,30272,6144,23
495718,10823,757,10
148207,4460,460,26
127618,1328,202,23
254799,2693,379,28
2031579,114637,3837,10
2915910,234888,31397,24
3388380,73874,10206,1
178404,11400,535,26
897840,39986,2615,26
1069303,23788,2269,1
768881,45965,6793,20
1478455,26223,4302,26
1511289,56452,3822,22
1238784,57221,1819,1
2157410,32588,7011,1
295021,17623,2446,28
2277948,224419,41460,23
548114,25388,5176,28
840567,26997,2751,26
1390899,138904,10429,10
512208,13447,1332,27
427569,14269,811,27
1669753,90525,77051,24
728870,6312,303,10
192127,513,1203,25
695360,12207,1457,15
397553,6975,1487,1
444997,3723,391,28
635714,10533,1056,10
1217872,38111,7038,24
800472,14020,3741,24
7676863,180749,23076,28
1322797,71645,3604,10
739428,29211,1691,10
275380,16196,1128,22
469432,24030,2450,28
1867337,63749,6556,22
333366,22480,1039,26
656819,11856,1630,27
2367796,81591,10880,24
2656683,178607,12469,20
1199218,54940,5809,22
1071804,96363,6155,26
1523626,34503,5754,24
512769,51687,3358,28
1766532,126644,7799,10
5329977,67141,12793,24
169479,17388,1770,24
1469234,186009,82422,24
3513436,226643,27429,10
2523798,69094,24685,20
3672441,158995,35988,20
7427810,562529,43158,10
525961,4807,588,24
865668,24869,1892,10
768838,14951,15417,20
3245734,77683,6575,23
765515,22876,1760,28
608304,26881,721,10
286799,6813,1342,24
250175,6749,832,27
162827,6862,813,1
993848,36609,6561,28
152697,5341,774,26
1878956,102988,5640,26
152333,7751,676,26
1931700,83785,6347,10
356732,11655,2699,27
1383101,27622,4667,24
549934,16927,615,10
158975,5097,763,26
189447,6829,1062,10
2594341,21021,1353,28
335202,15192,3206,28
475093,17259,1128,10
719602,10999,1910,24
1913339,35617,4480,24
208039,1170,100,1
413761,11942,2342,24
1700552,68253,4839,22
384751,20589,13514,26
182006,16309,1291,24
361295,19137,1487,26
386234,2780,1238,17
1791377,49182,4185,22
170702,10379,1044,26
398250,7148,539,26
3699582,50326,3079,23
6768054,138079,17334,1
2101562,33303,2467,24
1483502,98006,13807,28
2650574,79212,9892,1
392858,1158,380,24
702540,14464,1267,10
3498136,3399,434,24
893507,15064,4019,28
3672241,124366,10458,22
574014,18935,1810,24
306116,16251,1452,26
171782,2780,505,17
1719226,18802,1456,23
317658,10840,1742,26
17459747,461643,40904,17
185163,9965,664,27
2489971,35048,4921,24
293029,29122,2174,22
323436,9573,466,26
341138,13553,1482,23
6318808,80404,0,28
2050379,44724,2123,22
370987,2002,785,24
947039,0,0,28
682601,13248,889,24
423943,4053,653,17
467438,18712,3379,26
133471,3720,348,26
4073512,62941,7711,17
755441,24262,2042,27
383303,25171,857,24
9021371,1699942,174927,10
115773,9848,3133,24
1335116,25182,1348,17
304283,10605,984,24
482415,13764,3372,28
253352,6466,676,26
1741140,29437,4179,24
551138,18369,1196,10
784746,61856,5133,10
649276,21521,1781,27
1274657,96337,6327,23
5704700,128529,13146,24
281623,2831,293,22
479911,10107,787,27
569902,4127,1347,25
990344,21844,3249,28
380990,7622,414,22
463475,23216,1349,27
464940,3437,904,24
146327,17509,912,24
538033,20972,1192,22
256226,4368,184,1
5064241,265964,16601,1
1444015,19065,6587,27
480346,11340,538,28
608796,29135,1419,10
3187327,238566,8814,23
361003,2474,1056,24
96789,316,105,24
1708199,20569,1493,24
309090,11943,4006,24
294597,15324,629,22
342908,8953,1537,24
998716,18326,1641,24
347917,13990,1343,10
361369,21175,1583,15
793488,35606,2141,23
552533,5057,2003,17
41240,727,178,24
780196,14644,3285,19
362318,15425,1011,26
68011,581,151,24
1671637,17319,2619,23
3990745,329888,31777,24
4859594,93079,5643,10
126675,5181,283,23
175132,21008,2085,22
2002119,27201,1503,10
1083971,14318,4834,28
787743,18133,1817,28
131797,5840,596,26
147571,6066,612,26
27191,580,37,10
1532629,33125,5600,15
334037,5258,954,15
597638,13446,927,15
2488584,154419,8691,23
1566449,8046,880,24
750829,15966,1089,25
6132841,120122,9075,24
923870,0,0,26
1069014,32976,1199,22
472551,5401,0,25
977393,18346,4298,24
313569,27834,3306,27
569464,1993,1139,17
11896327,302866,21062,10
731234,25133,960,10
108116,4195,613,24
345799,30051,2760,22
356078,1727,159,24
269192,19744,3701,26
2876870,168287,9502,27
273413,12269,767,28
20459891,289415,52547,1
738294,38732,3410,26
1621409,42111,2716,24
146505,3208,641,28
244419,18375,734,26
2087835,136258,11672,23
2836649,84552,3610,22
253716,5683,358,24
2146188,129184,11257,24
1130639,48292,3304,26
543871,14622,1269,27
299365,5630,0,22
423089,13567,882,24
94403,3173,270,26
5083269,127958,22001,1
233533,2599,0,25
636525,22442,3076,26
281689,10722,789,26
1565967,34699,4626,19
497856,21096,3561,22
526526,11138,763,10
282045,19320,1808,24
1984733,30539,6197,23
269757,2935,423,28
131066,1370,202,23
2134235,117289,3907,10
3460455,74538,10261,1
181238,11511,535,26
904401,40135,2616,26
1075147,23864,2282,1
784640,46103,6820,20
1542144,26747,4371,26
1523153,56636,3851,22
1246226,57399,1819,1
2167517,32657,7025,1
297845,17716,2448,28
2285567,224694,41464,23
555641,25552,5243,28
854287,27213,2778,26
1413613,139658,10443,10
516118,13518,1348,27
441615,14556,820,27
1676887,90657,77113,24
931823,6946,311,10
192417,512,1206,25
704928,12337,1471,15
1611772,28809,2844,24
1498364,132382,5746,23
604944,35009,1837,26
2053689,104133,6493,28
3151874,100355,13967,24
2037493,148756,8164,26
505974,11114,1432,22
1522729,64101,6570,22
3126146,197126,14234,20
2125613,41995,7428,24
397819,25572,2783,24
2240926,146643,8744,10
6805308,77519,14685,24
127591,7116,569,15
1812582,231649,116525,24
4787890,253417,30077,10
1665678,22225,1325,24
2769398,71967,25798,20
9242655,599025,44987,10
